week_start_date,store_id,product_id,category,region,weekly_units_sold,weekly_units_ordered,avg_inventory_level,avg_price,avg_discount,avg_competitor_pricing,avg_demand_forecast,holiday_promotion_flag,dominant_weather_condition,dominant_seasonality,days_in_week
2022-11-21,S001,P0007,Electronics,West,1089,742,310.42857142857144,38.41428571428571,14.285714285714286,39.535714285714285,158.21285714285713,1,Rainy,Spring,7
2022-11-28,S001,P0007,Furniture,North,1139,796,314.42857142857144,60.285714285714285,12.142857142857142,58.551428571428566,166.98714285714283,1,Rainy,Spring,7
2022-12-05,S001,P0007,Electronics,South,528,926,343.2857142857143,37.69428571428572,6.428571428571429,38.401428571428575,76.38142857142859,1,Cloudy,Winter,7
2022-12-12,S001,P0007,Furniture,North,926,632,227.57142857142858,42.29714285714285,7.857142857142857,41.74142857142857,137.0142857142857,1,Rainy,Summer,7
2022-12-19,S001,P0007,Clothing,North,1134,850,263.42857142857144,36.894285714285715,10.0,37.80285714285714,170.73714285714283,1,Cloudy,Winter,7
2022-12-26,S001,P0007,Furniture,North,1417,800,342.2857142857143,64.81714285714285,5.0,66.62,208.3942857142857,1,Snowy,Spring,7
2023-01-02,S001,P0007,Electronics,East,1193,913,237.28571428571428,52.862857142857145,10.714285714285714,52.05142857142857,173.41714285714286,1,Sunny,Winter,7
2023-01-09,S001,P0007,Clothing,South,981,922,329.42857142857144,61.652857142857144,9.285714285714286,64.08857142857143,138.56428571428572,1,Cloudy,Spring,7
2023-01-16,S001,P0007,Electronics,West,1159,802,316.14285714285717,42.31428571428571,12.142857142857142,41.152857142857144,169.36714285714288,1,Sunny,Spring,7
2023-01-23,S001,P0007,Furniture,East,1005,650,238.42857142857142,55.45428571428572,8.571428571428571,53.58142857142857,148.93571428571428,1,Cloudy,Autumn,7
2023-01-30,S001,P0007,Electronics,North,687,910,223.28571428571428,50.62714285714286,10.714285714285714,52.02428571428572,98.70142857142856,1,Cloudy,Autumn,7
2023-02-06,S001,P0007,Clothing,South,1179,783,285.42857142857144,66.06,12.142857142857142,64.35285714285715,175.81857142857143,1,Cloudy,Spring,7
2023-02-13,S001,P0007,Electronics,North,1130,904,281.42857142857144,69.2,8.571428571428571,68.60142857142857,164.72285714285712,1,Cloudy,Spring,7
2023-02-20,S001,P0007,Clothing,South,964,751,242.0,57.51857142857143,5.0,57.339999999999996,141.59285714285713,1,Cloudy,Spring,7
2023-02-27,S001,P0007,Toys,South,1289,656,278.85714285714283,49.32571428571429,9.285714285714286,48.45285714285715,189.59285714285716,1,Sunny,Winter,7
2023-03-06,S001,P0007,Furniture,East,1150,885,338.85714285714283,46.74857142857143,12.857142857142858,49.075714285714284,169.3442857142857,1,Sunny,Autumn,7
2023-03-13,S001,P0007,Electronics,East,577,899,238.85714285714286,63.82,7.857142857142857,65.86142857142856,85.52142857142857,1,Cloudy,Spring,7
2023-03-20,S001,P0007,Clothing,South,945,682,296.0,53.92142857142857,12.142857142857142,53.965714285714284,141.41857142857143,1,Cloudy,Spring,7
2023-03-27,S001,P0007,Furniture,South,1314,835,314.0,71.7642857142857,7.857142857142857,70.75714285714285,193.52857142857144,1,Snowy,Autumn,7
2023-04-03,S001,P0007,Toys,East,748,807,221.85714285714286,64.92714285714285,15.0,63.534285714285716,108.64714285714287,1,Cloudy,Autumn,7
2023-04-10,S001,P0007,Clothing,East,1035,708,241.85714285714286,63.25285714285714,7.142857142857143,61.86,151.1,1,Cloudy,Autumn,7
2023-04-17,S001,P0007,Groceries,East,671,462,296.85714285714283,40.638571428571424,13.571428571428571,42.114285714285714,107.5,1,Cloudy,Spring,7
2023-04-24,S001,P0007,Toys,East,1106,749,221.71428571428572,48.80571428571428,9.285714285714286,47.597142857142856,166.96857142857144,1,Snowy,Summer,7
2023-05-01,S001,P0007,Electronics,North,1154,704,270.14285714285717,65.19571428571429,10.0,65.76,174.32,1,Snowy,Autumn,7
2023-05-08,S001,P0007,Electronics,North,623,725,199.14285714285714,70.37428571428572,5.714285714285714,70.99571428571429,91.9557142857143,1,Sunny,Spring,7
2023-05-15,S001,P0007,Clothing,East,1008,839,266.57142857142856,66.04714285714286,9.285714285714286,66.20571428571428,148.1142857142857,1,Sunny,Autumn,7
2023-05-22,S001,P0007,Clothing,North,918,616,272.14285714285717,66.01142857142857,5.714285714285714,65.29714285714286,134.7942857142857,1,Cloudy,Spring,7
2023-05-29,S001,P0007,Electronics,North,869,976,243.14285714285714,44.902857142857144,10.0,44.885714285714286,125.83857142857143,1,Rainy,Summer,7
2023-06-05,S001,P0007,Clothing,East,566,858,212.0,44.64714285714285,14.285714285714286,45.488571428571426,87.16571428571429,1,Snowy,Spring,7
2023-06-12,S001,P0007,Groceries,West,658,809,177.57142857142858,49.26428571428572,12.142857142857142,50.222857142857144,101.89285714285714,1,Cloudy,Spring,7
2023-06-19,S001,P0007,Furniture,South,628,769,207.85714285714286,59.287142857142854,11.428571428571429,58.667142857142856,90.98142857142857,1,Cloudy,Spring,7
2023-06-26,S001,P0007,Clothing,South,971,846,320.2857142857143,61.41571428571428,14.285714285714286,60.614285714285714,144.25428571428571,1,Sunny,Winter,7
2023-07-03,S001,P0007,Electronics,North,934,555,231.42857142857142,51.37285714285714,7.142857142857143,52.048571428571435,135.6642857142857,1,Rainy,Autumn,7
2023-07-10,S001,P0007,Groceries,East,1186,595,327.57142857142856,25.444285714285716,12.142857142857142,26.192857142857143,171.93,1,Rainy,Autumn,7
2023-07-17,S001,P0007,Electronics,South,879,600,296.85714285714283,51.28142857142857,7.857142857142857,49.25857142857143,131.39714285714285,1,Sunny,Autumn,7
2023-07-24,S001,P0007,Toys,East,1077,828,321.85714285714283,49.14,11.428571428571429,49.972857142857144,152.90285714285713,1,Sunny,Spring,7
2023-07-31,S001,P0007,Electronics,East,1058,397,266.2857142857143,51.81,8.571428571428571,51.604285714285716,152.52714285714288,1,Rainy,Spring,7
2023-08-07,S001,P0007,Clothing,South,745,853,220.28571428571428,45.34571428571429,7.857142857142857,43.355714285714285,116.13,1,Rainy,Summer,7
2023-08-14,S001,P0007,Groceries,North,723,962,261.42857142857144,40.68571428571429,11.428571428571429,40.79571428571428,106.14571428571428,1,Cloudy,Autumn,7
2023-08-21,S001,P0007,Furniture,East,938,703,252.28571428571428,56.550000000000004,11.428571428571429,57.85285714285715,140.27714285714288,1,Rainy,Winter,7
2023-08-28,S001,P0007,Clothing,East,850,840,277.85714285714283,40.98571428571428,8.571428571428571,41.160000000000004,131.30142857142857,1,Cloudy,Autumn,7
2023-09-04,S001,P0007,Clothing,East,470,727,190.42857142857142,49.88,10.0,50.41428571428571,72.62571428571428,1,Sunny,Spring,7
2023-09-11,S001,P0007,Toys,West,787,678,321.2857142857143,46.78142857142858,5.0,46.96999999999999,119.71000000000001,1,Snowy,Autumn,7
2023-09-18,S001,P0007,Clothing,East,741,761,199.0,72.11857142857143,9.285714285714286,71.32428571428571,102.84571428571428,1,Cloudy,Summer,7
2023-09-25,S001,P0007,Electronics,South,871,539,263.0,60.701428571428565,13.571428571428571,61.49,129.33,1,Cloudy,Winter,7
2023-10-02,S001,P0007,Furniture,East,704,837,199.0,37.73714285714285,14.285714285714286,38.73428571428571,105.38714285714286,1,Rainy,Spring,7
2023-10-09,S001,P0007,Groceries,East,1007,1013,320.7142857142857,62.99857142857143,14.285714285714286,63.95,150.80142857142854,1,Snowy,Spring,7
2023-10-16,S001,P0007,Furniture,East,343,766,284.85714285714283,54.26428571428571,10.714285714285714,54.13857142857143,54.871428571428574,1,Rainy,Spring,7
2023-10-23,S001,P0007,Electronics,West,746,616,217.85714285714286,71.98428571428572,13.571428571428571,72.37,112.78571428571429,1,Cloudy,Autumn,7
2023-10-30,S001,P0007,Furniture,East,579,750,225.85714285714286,62.93,13.571428571428571,62.167142857142856,85.63,1,Rainy,Winter,7
2023-11-06,S001,P0007,Furniture,East,992,856,267.57142857142856,46.49714285714286,7.857142857142857,46.43571428571429,143.61142857142858,1,Snowy,Autumn,7
2023-11-13,S001,P0007,Furniture,South,887,728,303.2857142857143,45.41857142857143,7.857142857142857,46.01428571428572,131.58428571428573,1,Cloudy,Autumn,7
2023-11-20,S001,P0007,Electronics,North,1230,632,299.85714285714283,60.917142857142856,5.714285714285714,60.52571428571429,177.21285714285713,1,Snowy,Summer,7
2023-11-27,S001,P0007,Electronics,North,797,777,202.0,61.14857142857143,13.571428571428571,58.12571428571429,118.84285714285714,1,Snowy,Winter,7
2023-12-04,S001,P0007,Furniture,East,1041,903,322.2857142857143,38.30428571428571,10.714285714285714,38.63142857142857,155.6314285714286,1,Sunny,Autumn,7
2023-12-11,S001,P0007,Electronics,North,1452,636,377.0,47.34571428571429,11.428571428571429,47.205714285714286,213.35285714285715,1,Snowy,Winter,7
2023-12-18,S001,P0007,Electronics,South,841,894,308.2857142857143,41.14,9.285714285714286,40.08714285714286,125.4857142857143,1,Rainy,Autumn,7
2023-12-25,S001,P0007,Furniture,East,1198,568,311.57142857142856,69.87285714285714,8.571428571428571,69.34285714285714,172.67857142857142,1,Cloudy,Summer,7
2022-01-03,S001,P0008,Clothing,East,1053,808,260.0,49.30142857142857,12.857142857142858,48.12428571428571,153.43714285714285,0,Snowy,Autumn,7
2022-01-10,S001,P0008,Electronics,West,801,883,282.14285714285717,48.47571428571429,7.857142857142857,47.41571428571429,117.46714285714286,1,Cloudy,Summer,7
2022-01-17,S001,P0008,Clothing,North,599,745,212.14285714285714,53.4,7.857142857142857,53.529999999999994,92.88428571428572,1,Rainy,Spring,7
2022-01-24,S001,P0008,Toys,North,435,713,235.85714285714286,61.09285714285714,5.0,60.01428571428572,71.45428571428572,1,Rainy,Spring,7
2022-01-31,S001,P0008,Toys,East,807,712,348.85714285714283,57.392857142857146,10.0,54.68857142857143,123.78428571428572,1,Rainy,Summer,7
2022-02-07,S001,P0008,Electronics,East,758,896,297.7142857142857,58.04571428571428,10.714285714285714,58.91428571428571,112.89285714285714,1,Cloudy,Spring,7
2022-02-14,S001,P0008,Furniture,East,899,881,217.57142857142858,49.971428571428575,7.142857142857143,49.93285714285714,136.47857142857143,1,Cloudy,Autumn,7
2022-02-21,S001,P0008,Clothing,South,1051,995,246.0,53.41285714285714,10.714285714285714,55.00571428571429,150.83142857142857,1,Cloudy,Autumn,7
2022-02-28,S001,P0008,Furniture,West,1351,944,272.57142857142856,58.14142857142857,7.857142857142857,59.12428571428571,196.6185714285714,1,Cloudy,Winter,7
2022-03-07,S001,P0008,Toys,West,1110,647,329.42857142857144,62.537142857142854,12.142857142857142,65.14714285714287,166.22571428571428,1,Cloudy,Summer,7
2022-03-14,S001,P0008,Clothing,West,1306,750,324.57142857142856,57.46714285714285,11.428571428571429,56.81428571428571,190.5442857142857,1,Snowy,Winter,7
2022-03-21,S001,P0008,Toys,East,866,559,256.42857142857144,58.18142857142857,11.428571428571429,55.667142857142856,133.6157142857143,1,Cloudy,Spring,7
2022-03-28,S001,P0008,Furniture,South,1089,827,302.14285714285717,55.41285714285714,15.714285714285714,56.96714285714285,160.96857142857144,1,Rainy,Winter,7
2022-04-04,S001,P0008,Electronics,East,587,887,261.14285714285717,68.17142857142856,14.285714285714286,69.72142857142856,94.57714285714285,1,Snowy,Autumn,7
2022-04-11,S001,P0008,Furniture,East,848,691,202.28571428571428,64.81857142857143,7.142857142857143,64.89285714285714,130.51142857142858,1,Snowy,Autumn,7
2022-04-18,S001,P0008,Furniture,South,908,865,232.0,64.63142857142857,8.571428571428571,63.91857142857143,135.1757142857143,1,Rainy,Spring,7
2022-04-25,S001,P0008,Electronics,North,886,740,235.42857142857142,61.848571428571425,12.857142857142858,62.42142857142857,130.06,1,Sunny,Winter,7
2022-05-02,S001,P0008,Furniture,North,493,830,287.85714285714283,65.76142857142857,8.571428571428571,67.63285714285715,72.49428571428571,1,Rainy,Summer,7
2022-05-09,S001,P0008,Furniture,North,850,705,275.85714285714283,50.51714285714286,4.285714285714286,50.25142857142857,123.75999999999999,1,Sunny,Spring,7
2022-05-16,S001,P0008,Furniture,West,1310,1023,298.85714285714283,55.08142857142857,10.714285714285714,54.10285714285714,193.56857142857143,1,Sunny,Winter,7
2022-05-23,S001,P0008,Groceries,East,1441,804,311.14285714285717,33.80285714285714,9.285714285714286,33.95285714285714,208.76857142857145,1,Sunny,Spring,7
2022-05-30,S001,P0008,Furniture,West,754,693,238.0,30.84714285714286,5.0,32.79142857142857,111.5,1,Rainy,Summer,7
2022-06-06,S001,P0008,Toys,West,1545,880,366.14285714285717,53.784285714285716,8.571428571428571,53.15428571428571,219.04571428571427,1,Snowy,Spring,7
2022-06-13,S001,P0008,Clothing,East,1304,873,327.42857142857144,54.24428571428571,12.142857142857142,54.465714285714284,195.25142857142856,1,Snowy,Autumn,7
2022-06-20,S001,P0008,Groceries,North,684,652,269.42857142857144,59.34714285714285,9.285714285714286,59.67714285714286,105.85714285714286,1,Cloudy,Summer,7
2022-06-27,S001,P0008,Toys,West,334,538,236.14285714285714,62.30857142857143,9.285714285714286,62.56428571428571,55.33857142857143,1,Cloudy,Spring,7
2022-07-04,S001,P0008,Furniture,North,689,705,241.57142857142858,71.89,10.714285714285714,71.73857142857142,100.45142857142856,1,Rainy,Spring,7
2022-07-11,S001,P0008,Clothing,East,1105,528,226.0,45.207142857142856,8.571428571428571,45.79142857142857,157.48714285714286,1,Cloudy,Summer,7
2022-07-18,S001,P0008,Furniture,North,1019,975,284.2857142857143,41.87285714285714,10.714285714285714,43.79857142857143,152.45142857142855,1,Sunny,Spring,7
2022-07-25,S001,P0008,Furniture,East,1278,710,358.14285714285717,55.457142857142856,15.0,54.16285714285714,188.57571428571433,1,Rainy,Summer,7
2022-08-01,S001,P0008,Toys,West,1168,788,280.2857142857143,76.48,9.285714285714286,78.23714285714286,170.21142857142857,1,Rainy,Winter,7
2022-08-08,S001,P0008,Furniture,East,680,762,160.57142857142858,57.79142857142857,13.571428571428571,58.385714285714286,101.48857142857143,1,Snowy,Autumn,7
2022-08-15,S001,P0008,Electronics,West,1344,643,310.7142857142857,45.74571428571429,10.0,45.39714285714285,196.18571428571428,1,Cloudy,Autumn,7
2022-08-22,S001,P0008,Toys,West,1108,1032,306.14285714285717,50.00571428571429,7.857142857142857,50.76428571428571,162.12857142857143,1,Rainy,Summer,7
2022-08-29,S001,P0008,Electronics,North,1682,812,346.2857142857143,56.35857142857143,9.285714285714286,55.96857142857142,241.19285714285712,1,Sunny,Summer,7
2022-09-05,S001,P0008,Furniture,East,939,824,376.14285714285717,49.12571428571429,15.0,46.894285714285715,136.98428571428573,1,Cloudy,Winter,7
2022-09-12,S001,P0008,Electronics,West,864,674,253.14285714285714,55.332857142857144,8.571428571428571,55.705714285714286,124.28,1,Cloudy,Autumn,7
2022-09-19,S001,P0008,Clothing,North,834,647,247.42857142857142,47.68,10.714285714285714,47.14857142857142,116.59,1,Sunny,Spring,7
2022-09-26,S001,P0008,Electronics,West,979,684,269.14285714285717,53.589999999999996,9.285714285714286,54.15857142857143,143.4142857142857,1,Cloudy,Spring,7
2022-10-03,S001,P0008,Clothing,South,1256,902,285.42857142857144,56.85,8.571428571428571,56.105714285714285,182.1442857142857,1,Cloudy,Winter,7
2022-10-10,S001,P0008,Furniture,West,595,833,224.42857142857142,70.05285714285715,8.571428571428571,70.5657142857143,95.17571428571429,1,Cloudy,Winter,7
2022-10-17,S001,P0008,Furniture,North,1335,800,258.0,46.43571428571429,10.714285714285714,47.895714285714284,195.59142857142857,1,Cloudy,Autumn,7
2022-10-24,S001,P0008,Toys,West,894,743,278.0,61.41142857142857,10.0,60.347142857142856,131.21285714285713,1,Sunny,Spring,7
2022-10-31,S001,P0008,Groceries,South,1453,546,294.7142857142857,56.22571428571428,9.285714285714286,54.91571428571428,212.94,1,Cloudy,Autumn,7
2022-11-07,S001,P0008,Clothing,North,1532,764,308.0,45.51428571428572,10.714285714285714,44.62285714285714,220.12571428571428,1,Cloudy,Winter,7
2022-11-14,S001,P0008,Electronics,North,662,740,209.71428571428572,54.10142857142857,5.714285714285714,51.73285714285714,96.33142857142856,1,Rainy,Autumn,7
2022-11-21,S001,P0008,Furniture,South,538,929,214.0,38.19285714285714,5.0,37.99428571428571,85.74857142857142,1,Cloudy,Autumn,7
2022-11-28,S001,P0008,Toys,North,533,495,239.0,61.75285714285714,15.0,64.05571428571429,82.99857142857142,1,Cloudy,Spring,7
2022-12-05,S001,P0008,Furniture,South,951,808,238.42857142857142,58.86857142857143,12.857142857142858,60.31142857142857,134.77714285714288,1,Snowy,Spring,7
2022-12-12,S001,P0008,Clothing,North,720,655,240.85714285714286,69.93571428571428,9.285714285714286,70.75285714285714,109.13714285714286,1,Rainy,Autumn,7
2022-12-19,S001,P0008,Clothing,East,1164,1065,395.2857142857143,58.76,11.428571428571429,59.62428571428571,174.81714285714287,1,Rainy,Spring,7
2022-12-26,S001,P0008,Toys,North,577,726,152.28571428571428,50.20285714285715,9.285714285714286,50.57857142857143,83.97,1,Rainy,Spring,7
2023-01-02,S001,P0008,Electronics,North,1634,812,337.14285714285717,53.49714285714286,7.142857142857143,53.4,240.93714285714285,1,Cloudy,Summer,7
2023-01-09,S001,P0008,Furniture,East,607,764,213.42857142857142,43.67714285714286,8.571428571428571,42.31142857142857,99.41428571428571,1,Sunny,Summer,7
2023-01-16,S001,P0008,Toys,East,541,907,243.0,48.06142857142857,13.571428571428571,46.56,77.81142857142856,1,Sunny,Winter,7
2023-01-23,S001,P0008,Clothing,South,623,893,222.57142857142858,55.52571428571429,7.857142857142857,55.94714285714286,85.55714285714285,1,Rainy,Winter,7
2023-01-30,S001,P0008,Clothing,East,783,733,287.57142857142856,62.019999999999996,10.714285714285714,61.08714285714286,122.05571428571429,1,Sunny,Spring,7
2023-02-06,S001,P0008,Furniture,North,666,652,239.85714285714286,53.294285714285714,14.285714285714286,52.61142857142857,99.12285714285714,1,Rainy,Summer,7
2023-02-13,S001,P0008,Furniture,South,828,655,246.42857142857142,60.878571428571426,9.285714285714286,59.77428571428572,120.03,1,Cloudy,Autumn,7
2023-02-20,S001,P0008,Clothing,West,1662,850,357.2857142857143,55.33857142857143,11.428571428571429,55.86571428571428,248.06714285714287,1,Sunny,Spring,7
2023-02-27,S001,P0008,Toys,North,739,665,201.57142857142858,35.635714285714286,8.571428571428571,36.38428571428572,107.74857142857142,1,Rainy,Summer,7
2023-03-06,S001,P0008,Clothing,South,771,815,185.14285714285714,52.965714285714284,9.285714285714286,54.64,115.24285714285715,1,Snowy,Autumn,7
2023-03-13,S001,P0008,Electronics,North,833,767,273.0,65.53571428571429,4.285714285714286,65.43714285714286,120.20857142857143,1,Cloudy,Autumn,7
2023-03-20,S001,P0008,Groceries,North,699,824,214.14285714285714,74.75142857142858,7.142857142857143,73.13285714285715,101.60142857142857,1,Rainy,Spring,7
2023-03-27,S001,P0008,Furniture,South,974,879,245.57142857142858,53.62428571428571,6.428571428571429,54.93285714285714,144.1057142857143,1,Sunny,Autumn,7
2023-04-03,S001,P0008,Clothing,East,506,675,202.42857142857142,60.87428571428571,10.0,62.065714285714286,81.80428571428571,1,Rainy,Spring,7
2023-04-10,S001,P0008,Groceries,South,772,593,234.42857142857142,39.712857142857146,11.428571428571429,38.544285714285714,111.61428571428571,1,Rainy,Autumn,7
2023-04-17,S001,P0008,Toys,North,1123,716,320.14285714285717,51.88571428571429,2.857142857142857,53.75857142857143,162.56714285714287,1,Rainy,Spring,7
2023-04-24,S001,P0008,Toys,West,864,852,226.42857142857142,72.26142857142858,10.714285714285714,70.16285714285713,123.55142857142857,1,Rainy,Summer,7
2023-05-01,S001,P0008,Clothing,East,616,796,213.71428571428572,65.04142857142857,10.0,64.45571428571428,94.97714285714287,1,Sunny,Autumn,7
2023-05-08,S001,P0008,Electronics,North,1235,890,273.0,56.269999999999996,10.714285714285714,57.402857142857144,181.09714285714287,1,Rainy,Autumn,7
2023-05-15,S001,P0008,Groceries,North,1023,830,264.2857142857143,54.98571428571428,13.571428571428571,57.215714285714284,152.63714285714286,1,Rainy,Summer,7
2023-05-22,S001,P0008,Clothing,West,928,509,273.85714285714283,65.11428571428571,7.857142857142857,65.50142857142858,130.99428571428572,1,Sunny,Spring,7
2023-05-29,S001,P0008,Groceries,South,875,776,306.42857142857144,49.434285714285714,10.714285714285714,49.402857142857144,128.55428571428573,1,Cloudy,Summer,7
2023-06-05,S001,P0008,Clothing,West,1446,853,325.0,46.294285714285714,12.142857142857142,44.99857142857143,214.92857142857142,1,Rainy,Summer,7
2023-06-12,S001,P0008,Electronics,South,807,619,300.14285714285717,68.9057142857143,9.285714285714286,69.84285714285714,122.48428571428572,1,Snowy,Autumn,7
2023-06-19,S001,P0008,Groceries,East,1546,796,322.14285714285717,52.94571428571429,11.428571428571429,52.607142857142854,222.04857142857142,1,Rainy,Autumn,7
2023-06-26,S001,P0008,Furniture,South,914,598,253.14285714285714,57.537142857142854,5.714285714285714,57.3,138.03714285714287,1,Cloudy,Spring,7
2023-07-03,S001,P0008,Toys,East,1199,442,293.85714285714283,51.00571428571429,10.714285714285714,51.924285714285716,170.39285714285714,1,Sunny,Winter,7
2023-07-10,S001,P0008,Furniture,South,1109,878,318.7142857142857,53.962857142857146,7.142857142857143,54.402857142857144,156.75142857142856,1,Cloudy,Autumn,7
2023-07-17,S001,P0008,Toys,West,679,797,190.85714285714286,46.800000000000004,7.857142857142857,47.46857142857142,108.13428571428571,1,Cloudy,Summer,7
2023-07-24,S001,P0008,Groceries,East,842,709,249.14285714285714,64.52142857142857,11.428571428571429,65.79714285714286,127.99142857142859,1,Rainy,Autumn,7
2023-07-31,S001,P0008,Furniture,East,1025,784,230.42857142857142,40.27285714285715,7.142857142857143,39.41428571428571,145.79428571428573,1,Cloudy,Winter,7
2023-08-07,S001,P0008,Electronics,South,1026,803,283.7142857142857,54.720000000000006,9.285714285714286,55.708571428571425,151.6314285714286,1,Cloudy,Summer,7
2023-08-14,S001,P0008,Electronics,East,869,976,351.14285714285717,57.10142857142858,10.0,58.325714285714284,130.0557142857143,1,Sunny,Spring,7
2023-08-21,S001,P0008,Toys,West,998,770,237.42857142857142,51.87285714285714,5.714285714285714,50.89857142857143,146.9114285714286,1,Cloudy,Summer,7
2023-08-28,S001,P0008,Clothing,North,801,535,247.57142857142858,53.55428571428571,7.857142857142857,54.87714285714286,116.09857142857143,1,Rainy,Summer,7
2023-09-04,S001,P0008,Clothing,East,954,905,302.57142857142856,52.980000000000004,11.428571428571429,51.51571428571429,138.7257142857143,1,Sunny,Summer,7
2023-09-11,S001,P0008,Furniture,North,431,834,206.71428571428572,49.52142857142858,7.857142857142857,49.38142857142857,64.37857142857142,1,Cloudy,Autumn,7
2023-09-18,S001,P0008,Toys,East,760,520,289.7142857142857,46.71714285714285,12.857142857142858,44.542857142857144,115.0942857142857,1,Cloudy,Autumn,7
2023-09-25,S001,P0008,Electronics,North,915,971,324.2857142857143,59.13857142857143,7.857142857142857,59.048571428571435,136.3342857142857,1,Rainy,Autumn,7
2023-10-02,S001,P0008,Electronics,North,870,974,261.2857142857143,45.73714285714285,10.0,45.74571428571429,129.21142857142857,1,Sunny,Summer,7
2023-10-09,S001,P0008,Clothing,North,1135,512,319.42857142857144,65.24142857142857,10.714285714285714,66.72142857142858,173.1057142857143,1,Snowy,Autumn,7
2023-10-16,S001,P0008,Clothing,West,1025,866,270.2857142857143,47.857142857142854,7.142857142857143,47.59428571428571,150.12285714285716,1,Sunny,Spring,7
2023-10-23,S001,P0008,Electronics,East,2269,617,374.57142857142856,54.98428571428571,9.285714285714286,55.46,323.24142857142857,1,Sunny,Spring,7
2023-10-30,S001,P0008,Clothing,East,1587,750,353.42857142857144,46.69714285714286,8.571428571428571,46.18714285714286,229.16714285714286,1,Cloudy,Winter,7
2023-11-06,S001,P0008,Groceries,North,983,725,222.71428571428572,71.28714285714285,10.0,69.19000000000001,145.46714285714285,1,Cloudy,Spring,7
2023-11-13,S001,P0008,Clothing,East,853,889,260.57142857142856,49.09142857142857,14.285714285714286,47.64,126.09,1,Rainy,Autumn,7
2023-11-20,S001,P0008,Clothing,West,726,689,201.0,33.07285714285714,12.142857142857142,31.554285714285715,109.28142857142858,1,Rainy,Spring,7
2023-11-27,S001,P0008,Clothing,North,1053,895,230.71428571428572,67.08285714285714,10.0,66.72714285714285,159.09285714285716,1,Rainy,Autumn,7
2023-12-04,S001,P0008,Electronics,East,419,705,216.14285714285714,46.44714285714286,13.571428571428571,47.67,64.90714285714286,1,Sunny,Autumn,7
2023-12-11,S001,P0008,Clothing,North,1109,579,363.14285714285717,55.800000000000004,8.571428571428571,56.08571428571429,162.67285714285714,1,Sunny,Autumn,7
2023-12-18,S001,P0008,Electronics,West,961,960,301.0,67.44428571428571,7.857142857142857,67.56285714285714,151.25285714285715,1,Rainy,Spring,7
2023-12-25,S001,P0008,Furniture,North,1044,633,268.0,58.614285714285714,9.285714285714286,59.71714285714285,150.86999999999998,1,Cloudy,Winter,7
2022-01-03,S001,P0009,Electronics,East,1005,797,368.85714285714283,58.684285714285714,13.571428571428571,60.222857142857144,148.53285714285715,1,Cloudy,Autumn,7
2022-01-10,S001,P0009,Electronics,East,693,621,259.2857142857143,48.14142857142857,12.857142857142858,48.57857142857143,100.45714285714287,1,Cloudy,Spring,7
2022-01-17,S001,P0009,Groceries,East,1024,684,277.42857142857144,47.79571428571428,11.428571428571429,49.16285714285714,147.53142857142856,1,Snowy,Spring,7
2022-01-24,S001,P0009,Toys,East,989,913,287.0,50.644285714285715,9.285714285714286,49.74571428571428,150.94142857142856,1,Cloudy,Autumn,7
2022-01-31,S001,P0009,Clothing,South,425,799,248.42857142857142,66.91285714285713,10.0,68.07000000000001,67.87142857142858,1,Cloudy,Autumn,7
2022-02-07,S001,P0009,Toys,West,1047,1012,348.42857142857144,52.78142857142858,9.285714285714286,53.35,151.00571428571428,1,Rainy,Autumn,7
2022-02-14,S001,P0009,Electronics,West,788,889,324.14285714285717,50.74285714285715,13.571428571428571,49.574285714285715,115.3,1,Cloudy,Summer,7
2022-02-21,S001,P0009,Groceries,East,1117,388,339.57142857142856,58.04,5.0,56.0,163.4385714285714,0,Sunny,Spring,7
2022-02-28,S001,P0009,Electronics,North,777,807,216.42857142857142,42.308571428571426,8.571428571428571,41.25,116.11857142857143,1,Rainy,Autumn,7
2022-03-07,S001,P0009,Furniture,West,449,721,259.42857142857144,46.46714285714285,10.0,45.77285714285715,71.02571428571429,1,Rainy,Winter,7
2022-03-14,S001,P0009,Electronics,East,694,338,229.0,55.308571428571426,7.857142857142857,56.28857142857142,106.39857142857143,1,Cloudy,Autumn,7
2022-03-21,S001,P0009,Toys,West,635,691,230.28571428571428,62.26428571428572,7.857142857142857,62.81,93.66,1,Cloudy,Summer,7
2022-03-28,S001,P0009,Clothing,North,838,483,305.0,62.04142857142857,10.714285714285714,62.621428571428574,126.34714285714287,1,Rainy,Spring,7
2022-04-04,S001,P0009,Furniture,South,739,692,244.14285714285714,53.77428571428572,8.571428571428571,53.284285714285716,102.25,1,Rainy,Autumn,7
2022-04-11,S001,P0009,Furniture,North,1104,601,232.28571428571428,55.894285714285715,12.142857142857142,55.83428571428572,165.6614285714286,1,Snowy,Spring,7
2022-04-18,S001,P0009,Groceries,East,571,453,216.28571428571428,49.521428571428565,10.0,49.691428571428574,79.52857142857144,1,Sunny,Autumn,7
2022-04-25,S001,P0009,Clothing,North,1194,690,318.57142857142856,48.01714285714286,6.428571428571429,48.50714285714285,176.06,1,Rainy,Spring,7
2022-05-02,S001,P0009,Furniture,West,1222,697,322.2857142857143,38.02428571428572,9.285714285714286,36.22714285714286,183.69285714285712,1,Rainy,Spring,7
2022-05-09,S001,P0009,Furniture,East,1084,591,290.7142857142857,67.76857142857143,7.142857142857143,67.80571428571429,165.75571428571428,1,Cloudy,Winter,7
